Symbol,Change_2d,Change_5d,Change_10d,Change_30d,Change_60d,Change_180d,MTD Change,YTD Change
TWLO,-0.015087951,,0.198341308,0.443445284,0.07993605,-0.40587532,-0.165513203,-0.074019244
TWST,-0.061845181,,-0.007922345,0.242780469,0.114234533,0.199846652,0.00798561,-0.157951366
TX,-0.008482578,,-0.09236571,-0.037071954,-0.103047461,0.020173133,0.101765337,0.094566713
TXG,-0.02035155,,-0.01110091,0.115633668,0.441258031,1.069380201,0.011225523,-0.247214437
TXN,0.051595857,,0.105165273,0.016747498,0.064363284,0.111787023,-0.09515796,-0.047243301
TXRH,0.006831565,,0.03935186,-0.019873471,0.00564589,-0.077459636,-0.037861923,-0.018345052
TXS,-0.000461055,,0.063559967,0.107195758,0.072715367,-0.009971668,-0.059761527,-0.065634847
TXT,0.024304153,,0.014663976,0.003801748,0.027155464,0.190473398,-0.014452051,-0.03712899
TYL,0.010686174,,0.076448152,0.082463552,-0.009766036,0.029616879,-0.071018889,-0.01980446
U,0.025751117,,0.222699105,-0.027181674,-0.003338088,-0.050548379,-0.182137293,-0.066755676
UA,-0.009022548,,-0.04511281,0.004511238,0.103759406,0.088721754,0.047244125,-0.10857908
UAA,-0.016260147,,-0.077235794,-0.013550122,0.112466113,0.036585363,0.083700466,-0.10869561
UAL,0.020510192,,0.233368401,0.394688473,0.408230398,-0.339731753,-0.189212242,-0.216683844
UBER,0.034111762,,0.075866957,0.112951105,-0.066242041,0.025902361,-0.070517043,0.171253347
UBS,0.015933716,,0.092734284,0.07106442,0.029636783,-0.057042672,-0.084864441,0.034960405
UBSI,0.011457091,,0.06169208,0.125440668,0.049941267,0.080089589,-0.058107319,-0.093475323
UCB,0.010335029,,0.148610127,0.207056293,0.063435521,0.019308473,-0.129382567,-0.131538277
UCTT,0.031331646,,0.070496121,0.686684034,0.616623249,0.509573513,-0.065853692,-0.360778886
UDMY,-0.008733616,,0.052401802,-0.140829693,-0.099344963,-0.118995652,-0.049792581,0.113001258
UDR,0.011192364,,0.031978108,-0.021927801,-0.084285033,0.055161151,-0.030987196,0.019030058
UE,0.027763263,,0.079099016,0.071241519,0.029334702,0.114080429,-0.073300981,-0.112093016
UEC,-0.057312246,,0.106719361,0.367588963,0.38932812,0.003952565,-0.096428566,-0.24364725
UFPI,0.024676191,,0.008319986,0.097466763,0.027920974,0.146411526,-0.008251335,-0.057992807
UFPT,0.021821199,,0.061174034,0.221429524,0.128129788,0.48174573,-0.057647504,-0.122857936
UGI,0.003088279,,0.054972166,-0.026250783,-0.126003758,-0.279356822,-0.052107693,0.147006787
UGP,0.018656698,,0.067164113,0.074626882,-0.033582146,0.544776031,-0.062937005,0.019011388
UHAL,0.051074955,,0.055801248,0.083396883,0.019972637,0.094831553,-0.052852038,-0.050658564
UHAL,0.051074955,,0.055801248,0.083396883,0.019972637,0.094831553,-0.052852038,-0.050658564
UHAL,0.051074955,,0.055801248,0.083396883,0.019972637,0.094831553,-0.052852038,-0.050658564
UHAL,0.051074955,,0.055801248,0.083396883,0.019972637,0.094831553,-0.052852038,-0.050658564
UHAL,0.051074955,,0.055801248,0.083396883,0.019972637,0.094831553,-0.052852038,-0.050658564
UHAL,0.051074955,,0.055801248,0.083396883,0.019972637,0.094831553,-0.052852038,-0.050658564
UHAL,0.051074955,,0.055801248,0.083396883,0.019972637,0.094831553,-0.052852038,-0.050658564
UHAL,0.051074955,,0.055801248,0.083396883,0.019972637,0.094831553,-0.052852038,-0.050658564
UHS,0.011766744,,0.014664959,0.073142064,0.059130636,0.345139702,-0.014453006,-0.037358632
UI,-0.005453083,,0.129255131,0.210934589,0.185630555,-0.332502584,-0.114460521,-0.086816499
UL,0.016180668,,-0.046013876,-0.026155526,-0.078475001,0.078825801,0.048233276,0.055110139
ULTA,0.034313754,,0.068977544,0.098097558,0.220325658,0.103933225,-0.064526654,-0.212011112
UMBF,0.007959171,,0.121447193,0.151025811,0.115755042,0.06503436,-0.108295062,-0.128284536
UMC,0.016491774,,-0.032983548,-0.085457296,-0.077961016,0.284857511,0.03410857,0.027735025
UNF,0.002983472,,0.049401205,0.074205655,0.077623546,-0.078560745,-0.047075613,0.197045455
UNH,-0.011974338,,-0.026954975,0.092708978,0.066731615,0.208638476,0.027701673,-0.035074531
UNM,-0.0162829,,0.046813386,-0.026205286,-0.091707146,-0.308594739,-0.044719896,0.082423633
UNP,0.044200499,,0.037471628,0.021928044,-0.058042758,0.035984766,-0.03611822,0.048444562
UP,-0.053097295,,0.070796498,0.336283183,0.433628329,0.991150451,-0.066115736,-0.315151508
UPBD,0.025824379,,0.025824379,0.172030191,0.156932886,0.199687504,-0.025174269,-0.137127185
UPS,0.036610537,,0.022946014,-0.032751189,0.044520231,0.064965317,-0.022431305,-0.064032672
UPST,0.01607717,,0.429153183,0.520685962,0.237727755,-0.184780332,-0.300284944,-0.242325779
UPWK,0.011202361,,0.189693794,0.176250903,0.168035843,-0.235250223,-0.159447578,-0.181039753
URBN,0.007744827,,0.073022296,0.033376386,0.050341132,-0.335607614,-0.068052916,-0.011844051
URI,-0.00168122,,0.069179035,0.240967252,0.114163761,0.209084826,-0.064702947,-0.145148543
USAC,-0.006727348,,0.069252076,0.157103255,-0.075880924,-0.147602666,-0.064766838,0.094512722
USB,0.019489835,,0.128488931,0.128007688,0.140038487,0.050821844,-0.113859275,-0.131089279
USFD,-0.01926628,,0.104808929,0.083847144,0.038070304,-0.078606638,-0.094866114,-0.038244914
USM,-0.042454317,,0.016114052,0.007282324,-0.057018907,-0.117291596,-0.015858507,0.029017852
UTHR,0.044182318,,0.051343452,0.135405031,0.198902783,0.113987189,-0.048836041,-0.137229292
V,0.02812066,,0.092039428,0.055699401,-0.075109679,-0.137944978,-0.084282147,0.05271128
VAC,0.051263127,,0.10210404,0.227449273,0.215469918,0.050032551,-0.092644647,-0.23774068
VAL,-0.001619907,,-0.036177109,0.288336934,0.2292116,0.468142541,0.037535017,-0.162748655
VALE,-0.017021261,,0.003191563,0.017021363,-0.095744644,0.108189587,-0.003181409,0.059751944
VC,0.028935923,,0.024211682,-0.047596538,-0.026101324,0.069091752,-0.023639334,-0.045649267
VCEL,0.02175271,,0.072788108,0.226730806,0.244509481,-0.040577335,-0.067849473,-0.129302468
VCTR,-0.012031145,,0.133050255,0.229729207,0.078253465,-0.092875324,-0.117426614,-0.130662344
VECO,-0.026768617,,0.0630975,0.176864281,0.27581264,0.493785845,-0.059352505,-0.21940296
VEEV,0.034357765,,-0.032544862,0.026458931,-0.060126006,-0.05926276,0.03363966,0.101926243
VERA,-0.019746169,,0.05535965,0.265162211,0.30535965,0.32263743,-0.052455719,-0.329392291
VERX,-0.031104257,,0.004354569,0.742457163,0.622394942,0.127216173,-0.004335689,-0.397375774
VET,-0.052971558,,0.098191247,0.226098198,0.317829472,0.180101523,-0.089411792,-0.176595736
VFC,0.004039221,,0.431778057,0.359413822,0.308873706,0.069447632,-0.301567729,-0.188633851
VFS,0.052459045,,0.186885227,0.242622958,0.390163881,0.298360689,-0.15745855,-0.24317623
VIAV,-0.007414265,,0.03614461,0.165894344,-0.081557008,-0.223354945,-0.034883751,0.068316788
VICI,0.00896448,,0.004327765,-0.074188495,-0.127975258,0.021776793,-0.004309117,0.107497415
VIPS,0.002425768,,-0.046694937,-0.072164924,-0.212856293,-0.223771961,0.048982156,0.224201889
VIRT,-0.01182438,,0.029279305,0.072096703,-0.031366004,-0.109827947,-0.028446413,0.002289753
VIST,-0.002810279,,0.189227116,0.256674447,0.354800877,0.109601879,-0.159117728,-0.210866748
VIV,0.00954653,,-0.02505967,0.04057281,-0.079952275,0.171837656,0.025703799,0.109933762
VKTX,0.05429859,,0.088612381,0.137631959,0.482277553,1.516214261,-0.081399387,-0.34095429
VLO,0.030642968,,0.062586337,0.112005193,0.02511499,0.074281641,-0.058900002,0.011786216
VLTO,0.034436582,,0.02855969,0.028765862,0.032065168,0.13220414,-0.027766682,-0.047717238
VLY,0.010489528,,0.146853175,0.185314705,0.004662,-0.017691437,-0.128048802,-0.052980185
VMC,-0.014997153,,0.098132732,0.19248937,0.117581355,0.05264625,-0.08936327,-0.124481761
VMI,-0.009626457,,0.085298625,0.022461828,-0.058381852,-0.148288015,-0.078594613,0.046695067
VNO,0.047802137,,0.154945032,0.164010911,0.037087869,-0.017380242,-0.134157927,-0.134157927
VNOM,-0.018964322,,0.115135963,0.211635745,0.188887796,0.016972852,-0.103248364,-0.148935765
VNT,0.001228152,,0.14593952,0.182756912,0.103599659,0.016092237,-0.127353597,-0.106297191
VOD,0.02383535,,-0.045503699,-0.071505946,-0.127843923,0.071678289,0.047672997,0.087161342
VOYA,0.011415927,,0.071312163,0.062062215,-0.021765323,0.100401705,-0.066565251,-0.013840227
VRNS,0.00704754,,0.081550509,0.082808984,0.125094419,0.352881969,-0.07540148,-0.105784396
VRNT,0.011214943,,0.054672902,0.227102836,0.178971962,0.232710263,-0.051838728,-0.220400764
VRRM,0.015570039,,0.149673509,0.301858376,0.231541971,0.363636355,-0.130187838,-0.176592242
VRSK,0.025711635,,0.021959883,0.011943693,-0.075379458,-0.076093422,-0.021488009,0.054823391
VRSN,0.010484531,,0.005665053,-0.060454841,-0.124545499,-0.227149731,-0.005633141,0.1429261
VRT,-0.061357146,,0.144971066,0.512993238,0.551130756,0.031156236,-0.126615484,-0.268374243
VRTX,0.023897312,,-0.017508269,-0.037617224,-0.161322028,-0.006081831,0.017820271,0.212664469
VSAT,-0.002072488,,-0.094300506,0.157513007,-0.082901479,0.325388649,0.104118978,0.133959972
VSH,0.034624308,,0.005868455,-0.006455435,-0.039906119,0.075416606,-0.005834217,0.00590321
VST,-0.05132916,,0.168765328,0.472455391,0.457939794,-0.254905902,-0.144396248,-0.170522923
VSTS,-0.010948895,,0.081204411,0.256757666,0.453325082,0.363951094,-0.075105512,-0.278963598
VTLE,-0.024856618,,0.276768594,0.590822116,0.703632852,0.263384331,-0.216772715,-0.323415264
VTMX,0.014607696,,-0.025876417,0.102671164,-0.015859732,0.143643657,0.026563793,-0.06406255
VTR,0.012144006,,0.037181461,-0.10404796,-0.13958018,-0.038881432,-0.035848559,0.132620099
VTRS,0.017130604,,-0.024066185,0.122905541,0.233927219,0.221704259,0.024659649,-0.24035279
VVV,-0.015718863,,0.054015413,0.148613795,-0.007144898,0.166047364,-0.05124727,-0.032891062
VZ,0.07045824,,-0.007598476,-0.080128932,-0.129403613,-0.010237583,0.007656655,0.105265677
W,-0.021420285,,0.16050461,0.306044482,0.29401397,0.389377815,-0.138305879,-0.231046885
WAB,-0.002387438,,0.053660769,0.182917425,0.072215828,-0.041662514,-0.050927937,-0.070893876
WAFD,0.027737235,,0.079927028,0.082820351,0.107775084,0.282980582,-0.074011508,-0.142369243
WAL,-0.013577732,,0.180176461,0.184235009,0.059863346,0.102733291,-0.152669086,-0.114534329
WAT,0.030196654,,-0.003985772,0.07583471,0.003959351,-0.139870714,0.004001722,0.021214068
WB,-0.021877914,,-0.087511396,-0.0054695,-0.190519608,-0.33637192,0.095904098,0.148691104
WBA,0.006244397,,-0.047279191,-0.110615501,0.049063353,-0.202633417,0.049625442,0.20150055
WBD,0.021215069,,0.105110913,-0.03760852,-0.064609458,-0.181292202,-0.095113451,-0.018921458
WBS,-0.024014818,,0.155993397,0.213875162,0.093951716,-0.095784133,-0.134943155,-0.111872825
WCC,-0.009102418,,0.140771205,0.171302191,0.125537301,0.007825,-0.123400034,-0.125773701
WCN,0.011074965,,0.030184569,0.02920741,-0.051031455,0.006264802,-0.029300157,0.073551667
WD,0.001737536,,-0.007645125,0.07772809,0.004063914,0.23998895,0.007704023,-0.104861837
WDAY,0.000288179,,0.084015989,0.110937361,0.027909333,0.029308898,-0.077504382,-0.058520351
WDC,-0.030143501,,0.170574191,0.248431343,0.135956817,0.175738817,-0.145718394,-0.072591023
WDFC,-0.01649928,,-0.04901962,-0.071496902,-0.044430794,0.018378534,0.051546406,0.038174061
WDS,-0.004847624,,0.063019448,0.077562387,0.087950173,0.127423903,-0.059283438,-0.074359024
WEC,0.030348935,,0.008698174,-0.051252409,-0.124456513,-0.10927,-0.008623168,0.134496142
WELL,-0.007400342,,0.042229625,-0.032700781,-0.1565957,-0.12732465,-0.040518542,0.173911188
WEN,0.007110514,,-0.01422109,-0.087995472,-0.049836356,0.102212617,0.014426247,-0.035361499
WERN,0.053079912,,0.066841444,0.13171692,0.129095628,0.213641542,-0.062653588,-0.147009461
WES,-0.001233331,,0.000986702,0.00073998,-0.041543313,-0.066836807,-0.00098573,0.077823484
WEX,0.021761873,,0.026663193,0.008364911,0.113057134,0.298588427,-0.02597073,-0.127195997
WF,-0.005518097,,0.043531638,0.03832005,-0.037093781,0.080012284,-0.041715686,0.043839966
WFC,-0.007431629,,0.164090385,0.175683709,0.034725086,-0.223843469,-0.140960176,-0.037412183
WFG,0.01363578,,0.042611776,0.12586871,0.111184001,0.182709152,-0.040870223,-0.118775344
WFRD,-0.005931833,,0.18465369,0.29464727,0.338310591,0.739864646,-0.155871451,-0.267810647
WGO,0.024964919,,0.133520284,0.265077042,0.292247958,0.574370115,-0.117792584,-0.248505182
WH,0.024537166,,0.186657912,0.178442335,0.100887271,-0.147610271,-0.157297153,-0.094255382
WHD,-0.026468679,,0.12782437,0.30234303,0.276369187,0.207962398,-0.113337124,-0.201760319
WHR,0.029373419,,0.107376011,0.075565287,0.26195525,0.038104975,-0.096964364,-0.183144521
WING,0.001968495,,0.099032587,0.444030975,0.285855919,0.846642448,-0.090108873,-0.248331362
WIT,0.012738841,,0.041401233,0.175159215,0.121019065,1.089171887,-0.039755314,-0.112994311
WIX,-0.031102527,,0.141127014,0.274634698,0.24307728,-0.10877347,-0.123673362,-0.18028435
WK,0.002591604,,0.030981238,0.140888198,0.247025579,-0.119684251,-0.030050244,-0.224748864
WLK,0.016754117,,0.028791958,0.01706567,0.008087875,0.267687248,-0.027986181,-0.047909666
WLY,-0.008345803,,-0.146586744,-0.13610102,-0.099079844,-0.012079276,0.171765253,0.069091753
WM,0.01587796,,0.038223058,0.00838495,-0.075643398,-0.075181503,-0.036815844,0.111105675
WMB,-0.016924482,,0.058780701,0.022201954,0.010373061,-0.187580637,-0.055517352,0.015336324
WMG,0.018839746,,0.007775184,-0.007187579,-0.12708669,-0.141268604,-0.007715197,0.084244689
WMS,0.034875267,,0.014296118,0.137778446,0.025937371,0.340324143,-0.01409462,-0.048637737
WMT,0.004345806,,0.127744715,0.177035628,0.06358643,-0.080262816,-0.113274496,-0.032208036
WNS,0.009636512,,-0.038546112,0.026542682,-0.270160658,-0.027895207,0.040091483,0.248153667
WOLF,-0.007366476,,0.064456794,-0.001841575,-0.064456706,0.605893286,-0.060553697,-0.184684692
WOR,-0.012491003,,0.008647624,0.022579837,-0.048282539,0.082013148,-0.008573484,0.037895797
WPC,0.024301125,,0.019853876,-0.11483481,-0.144218522,-0.024907986,-0.019467373,0.155653444
WPM,-0.019276808,,-0.030251886,-0.047840179,-0.195581843,-0.119741077,0.031195612,0.26369128
WPP,0.009048641,,-0.008070384,0.195157732,0.075324086,0.167927193,0.008136045,-0.204474744
WRB,0.016139445,,0.016785099,-0.019643844,-0.086053994,-0.073945593,-0.016508011,0.06012775
WS,-0.05396096,,0.020665937,0.127822436,0.115575988,0.25102541,-0.020247503,-0.178818372
WSC,-0.010309261,,0.093224884,0.250821739,0.16090855,0.299262052,-0.085275121,-0.098948058
WSFS,0.011811815,,0.086886889,0.137137104,0.005659193,0.035029612,-0.079941059,-0.057470226
WSM,0.058884079,,0.112394259,0.196890023,0.122834387,-0.179513392,-0.101038151,-0.052693874
WSO,0.029713782,,-0.00229481,-0.074284335,-0.087400814,-0.067256158,0.002300089,0.072578968
WSO,0.029713782,,-0.00229481,-0.074284335,-0.087400814,-0.067256158,0.002300089,0.072578968
WSO,0.029713782,,-0.00229481,-0.074284335,-0.087400814,-0.067256158,0.002300089,0.072578968
WSO,0.029713782,,-0.00229481,-0.074284335,-0.087400814,-0.067256158,0.002300089,0.072578968
WST,-0.020496646,,0.006803276,0.404558647,0.436578498,0.301236605,-0.006757304,-0.295039838
WTFC,-0.005537084,,0.148671101,0.191122246,0.145526827,-0.03731785,-0.129428782,-0.127739226
WTM,0.014033659,,-0.008582109,0.023628904,-0.02012857,-0.075057233,0.008656399,-0.040898505
WTRG,0.023202979,,-0.042118586,-0.118789476,-0.148448578,-0.025321315,0.043970564,0.101901866
WTS,0.023822031,,0.026452995,-0.003457807,-0.067761577,-0.073293864,-0.025771268,0.030370442
WTW,0.01678308,,0.040211948,-0.004103872,-0.04165128,-0.114869637,-0.038657457,0.042395605
WU,0.057377062,,-0.013661168,-0.048269559,-0.064662943,0.035512123,0.01385038,0.035848976
WWD,-0.026358609,,0.062215522,0.083615904,0.000895477,-0.074752547,-0.058571467,0.070727309
WY,0.016565239,,0.010508214,0.011179655,-0.083828231,0.082666669,-0.01039894,0.058152456
WYNN,0.011902048,,0.022201905,-0.098735614,-0.073855824,-0.106957601,-0.021719687,0.016960845
X,-0.051807931,,0.085267127,0.044252545,-0.077342006,-0.029186859,-0.07856787,0.091796816
XEL,0.009020735,,0.049032372,-0.026917009,-0.077986384,-0.07878046,-0.046740571,0.026354352
XENE,-0.014240476,,0.065017326,0.129171516,0.105005803,0.174913755,-0.061048139,-0.113265366
XOM,0.024184677,,0.019879059,0.007568728,-0.032654101,0.000977857,-0.019491585,0.023858024
XP,0.012700507,,-0.054144413,-0.054812814,-0.254010707,0.287433167,0.057243847,0.26244722
XPEV,-0.128701571,,-0.184130613,-0.367881567,-0.536066811,-0.659453295,0.225686386,1.228426466
XPO,-0.00839867,,0.147443028,0.366927872,0.252239622,0.021836471,-0.128497036,-0.182920254
XPRO,-0.03342888,,0.135625601,0.275071637,0.310410689,0.626552078,-0.119428094,-0.16038492
XRAY,0.008799459,,0.040226235,0.160276509,0.138906412,0.62811173,-0.03867066,-0.161749198
XRX,0.024549933,,0.085106378,0.304418922,0.481178395,0.619936444,-0.078431368,-0.275207602
XYL,0.037369594,,0.058723629,0.058433832,-0.080583329,0.052021142,-0.055466439,0.068896827
YELP,0.002844907,,-0.023897585,0.128307201,0.093314328,-0.020199228,0.024482662,-0.091731245
YETI,0.030311913,,0.048852262,0.0635668,0.123896384,0.149499762,-0.046576876,-0.117631757
YMM,-0.031001617,,-0.066772668,0.017488098,-0.172496033,-0.426868038,0.07155027,0.162661763
YPF,-0.010348069,,0.099090621,0.191596134,0.437754762,-0.269049862,-0.090156916,-0.249823556
YUM,0.008870449,,-0.002105947,-0.059009448,-0.217164463,-0.155201363,0.002110391,0.17352763
YUMC,0.005090613,,0.00610872,-0.021176968,-0.138668322,-0.289350416,-0.00607163,0.019514272
YY,-0.008627814,,-0.038824967,-0.062654051,-0.207477371,-0.256778963,0.040393233,0.163201961
Z,0.029784866,,0.092489749,0.25366971,0.015106245,-0.148638973,-0.084659603,-0.052397093
ZBH,0.030836643,,-0.028134868,-0.064468031,-0.026085295,-0.014475025,0.028949354,0.016188575
ZBRA,0.010808686,,0.123854039,0.278635963,0.375307769,0.203866968,-0.110204738,-0.274170199
ZD,-0.007003471,,0.027013553,0.339419706,0.290395216,0.231365685,-0.026303015,-0.264262064
ZETA,-0.018194558,,0.204338638,0.51574527,0.212736177,0.92582229,-0.169668755,-0.205669809
ZGN,0.020270283,,0.141891851,0.186486435,0.045945902,0.344594551,-0.124260324,-0.104116236
ZI,0.012704118,,0.058076167,-0.067150698,-0.144283129,-0.036297691,-0.054888456,0.048525235
ZION,-0.00232412,,0.141770522,0.174638817,0.118244408,-0.032322647,-0.124167264,-0.120741597
ZKH,0.008264455,,-0.030303066,-0.016528975,-0.02479343,-0.206611564,0.031250038,0.03418807
ZM,0.004374569,,0.007518734,0.190703987,0.086261072,-0.076008272,-0.007462625,-0.103663755
ZS,-0.023424951,,-0.015700265,0.066061387,-0.047050586,-0.14697032,0.015950695,0.105038504
ZTO,0.017802665,,-0.013733492,0,-0.087995908,0.119532065,0.013924728,0.00562663
ZTS,0.045075757,,0.017336858,0.045744901,-0.009503258,0.15617541,-0.017041414,0.012011163
ZWS,0.035897393,,0.068778241,0.143110634,0.089249988,-0.013230842,-0.064352209,-0.109011285
